customerID,gender,SeniorCitizen,tenure_months,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
C100548,Female,0,41,One year,Fiber optic,Credit card,80.43,3271.32,0,No
C100964,Female,0,5,Month-to-month,DSL,Bank transfer,61.44,324.97,0,Yes
C101703,Male,0,20,One year,Fiber optic,Electronic check,77.93,1565.67,1,No
C101636,Male,0,10,Month-to-month,Fiber optic,Electronic check,71.09,725.34,3,Yes
C100598,Female,0,9,Month-to-month,DSL,Electronic check,61.44,537.47,3,Yes
C101609,male,0,1,One year,No,Credit card,27.97,45.41,1,Yes
C100570,Female,0,61,Month-to-month,Fiber optic,Bank transfer,69.13,4234.42,4,No
C100074,Female,1,66,Month-to-month,No,Electronic check,52.14,3428.53,0,No
C100061,Female,0,57,One year,Fiber optic,Bank transfer,88.14,5051.7,2,No
C101992,Male,0,48,Two year,DSL,Electronic check,68.84,3312.26,1,No
C100809,Female,0,64,One year,Fiber optic,Credit card,71.37,4579.28,1,No
C100244,Female,0,58,One year,DSL,Credit card,53.84,3124.09,2,No
C101104,Male,0,20,Two year,DSL,Mailed check,53.41,1088.92,0,No
C101448,Female,0,52,Month-to-month,Fiber optic,Bank transfer,62.67,3297.69,0,No
C100105,Female,0,47,Month-to-month,No,Credit card,21.26,951.58,1,No
C100673,Male,0,38,Month-to-month,Fiber optic,Credit card,89.89,3454.95,2,Yes
C100642,Female,0,70,Month-to-month,DSL,Electronic check,49.08,3444.76,2,No
C101271,Male,0,4,Two year,No,Mailed check,19.62,64.14,2,No
C100665,Female,1,1,Month-to-month,Fiber optic,Electronic check,87.75,73.1,1,Yes
C100509,Male,0,2,Month-to-month,Fiber optic,Bank transfer,61.71,116.98,2,Yes
C100131,Female,0,32,One year,Fiber optic,Electronic check,73.45,2312.19,0,No
C100444,Female,0,2,Month-to-month,DSL,Mailed check,29.64,42.43,1,No
C100866,Female,1,32,Month-to-month,Fiber optic,Mailed check,73.49,2343.03,3,Yes
C100808,Male,0,3,Month-to-month,Fiber optic,Bank transfer,81.96,249.95,0,Yes
C101778,Male,0,30,One year,DSL,Bank transfer,64.66,1971.5,0,No
C100057,Male,0,43,Two year,Fiber optic,Credit card,75.63,3265.14,2,No
C101659,Male,0,45,One year,Fiber optic,Credit card,103.86,4611.02,2,No
C101070,Female,1,21,Month-to-month,Fiber optic,Bank transfer,73.11,1526.48,0,Yes
C101134,Female,0,1,Two year,DSL,Credit card,38.93,0.0,1,No
C100086,Male,0,32,Month-to-month,Fiber optic,Credit card,89.98,2886.25,1,No
C101852,Male,0,18,Month-to-month,Fiber optic,Mailed check,93.68,1725.63,2,Yes
C100771,Female,0,50,Month-to-month,Fiber optic,Mailed check,62.85,3185.84,2,Yes
C101232,Female,0,32,Month-to-month,DSL,Credit card,43.19,1373.55,0,Yes
C100708,Male,1,14,Month-to-month,Fiber optic,Bank transfer,65.47,926.91,1,Yes
C101558,Female,0,7,One year,No,Electronic check,30.69,175.16,2,No
C101340,Female,0,64,Month-to-month,Fiber optic,Electronic check,76.57,4895.7,1,No
C101563,Female,0,61,Month-to-month,Fiber optic,Electronic check,63.41,3862.6,3,Yes
C100538,Female,0,23,Month-to-month,Fiber optic,Credit card,45.48,1072.54,0,No
C101880,Male,0,26,Month-to-month,DSL,Bank transfer,48.46,1234.18,2,Yes
C101180,Female,0,32,One year,DSL,Electronic check,41.53,1333.36,1,Yes
C101554,Male,0,45,One year,Fiber optic,Electronic check,100.6,4526.15,1,No
C101307,Male,0,14,Month-to-month,Fiber optic,Electronic check,72.53,1030.07,1,Yes
C100418,Male,1,71,Month-to-month,No,Mailed check,24.69,1745.89,1,No
C101847,Female,0,67,Month-to-month,DSL,Mailed check,75.4,5051.38,1,No
C101704,Female,0,68,Month-to-month,Fiber optic,Mailed check,86.5,5908.5,1,Yes
C101281,Female,0,20,Month-to-month,DSL,Mailed check,42.17,830.15,3,Yes
C100851,Female,1,38,One year,Fiber optic,Bank transfer,74.28,2819.95,2,No
C101749,Female,0,72,Two year,No,Electronic check,21.26,1552.54,1,No
C101726,Female,0,0,One year,DSL,Mailed check,42.1, ,0,Yes
C101690,Female,1,64,Month-to-month,DSL,Electronic check,63.53,4080.67,0,No
C101854,Male,0,54,Month-to-month,DSL,Bank transfer,51.21,2765.78,0,No
C101803,Male,0,59,One year,Fiber optic,Credit card,65.9,3895.89,0,No
C101729,Male,1,69,Month-to-month,DSL,Electronic check,64.67,4463.49,3,Yes
C101795,Male,0,29,One year,Fiber optic,Mailed check,67.76,1954.13,1,Yes
C100304,Female,0,21,Month-to-month,Fiber optic,Bank transfer,87.77,1830.11,1,Yes
C101516,Male,0,0,Month-to-month,No,Electronic check,46.54, ,0,No
C100335,Female,1,13,Month-to-month,Fiber optic,Credit card,74.37,952.8,2,Yes
C100995,Female,0,55,Month-to-month,No,Credit card,15.0,833.89,2,No
C100569,Female,0,13,One year,No,Electronic check,22.91,271.38,1,No
C100088,Female,0,28,Month-to-month,DSL,Mailed check,61.87,1711.44,1,Yes
C100874,Female,1,32,Month-to-month,DSL,Mailed check,37.77,1204.72,2,Yes
C101151,Female,0,28,Month-to-month,Fiber optic,Bank transfer,50.49,1402.94,1,Yes
C101523,Male,0,23,One year,DSL,Electronic check,74.57,1720.54,1,Yes
C100712,Female,1,41,One year,DSL,Electronic check,51.06,2102.24,1,No
C101746,Female,0,59,Month-to-month,Fiber optic,Electronic check,68.23,3995.0,2,No
C101849,Male,0,15,One year,Fiber optic,Mailed check,79.27,1183.72,3,Yes
C101381,Male,0,2,One year,Fiber optic,Bank transfer,74.06,140.61,0,Yes
C100221,Male,0,22,Month-to-month,DSL,Mailed check,77.57,1696.06,1,Yes
C100319,Female,1,22,Month-to-month,Fiber optic,Mailed check,70.63,1572.18,1,No
C101755,Male,0,69,One year,No,Bank transfer,24.87,1668.29,2,No
C100878,Female,0,43,Month-to-month,Fiber optic,Electronic check,99.16,4297.86,3,Yes
C101801,Male,0,10,One year,No,Electronic check,28.99,290.78,3,Yes
C100825,Male,0,37,Month-to-month,Fiber optic,Bank transfer,65.09,2408.46,1,No
C101986,Female,0,61,Month-to-month,No,Credit card,26.2,1645.81,0,No
C101467,Male,0,42,Month-to-month,DSL,Mailed check,61.7,2571.95,3,No
C100138,Male,0,4,One year,DSL,Mailed check,49.55,193.88,1,No
C100163,Male,0,8,Month-to-month,Fiber optic,Bank transfer,78.53,662.85,1,Yes
C101781,Male,0,10,Two year,DSL,Credit card,54.88,557.64,1,Yes
C101450,Male,0,56,Month-to-month,DSL,Mailed check,56.06,3134.05,0,No
C100960,Male,0,20,Month-to-month,Fiber optic,Electronic check,62.53,1291.02,1,No
C101708,Male,0,32,Month-to-month,Fiber optic,Mailed check,63.88,2049.42,2,Yes
C101242,Female,0,17,Month-to-month,Fiber optic,Electronic check,94.42,1613.39,4,Yes
C101179,Male,1,21,Month-to-month,DSL,Bank transfer,45.39,960.14,1,No
C101930,Male,0,24,Two year,DSL,Electronic check,60.28,1466.79,3,Yes
C101679,Female,0,20,Month-to-month,No,Bank transfer,19.62,390.43,3,No
C101804,Male,0,55,Month-to-month,DSL,Electronic check,49.18,2703.31,1,No
C100633,Male,0,53,Month-to-month,Fiber optic,Credit card,66.19,3508.7,2,No
C101188,Female,0,19,Two year,DSL,Electronic check,70.21,1312.07,1,No
C100655,Female,0,61,Two year,Fiber optic,Bank transfer,87.93,5358.45,2,No
C100016,Female,0,24,Month-to-month,DSL,Mailed check,62.16,1493.64,0,Yes
C101688,Female,0,3,One year,Fiber optic,Mailed check,57.26,146.34,0,No
C101165,Male,0,29,One year,Fiber optic,Bank transfer,76.29,2233.95,2,No
C100137,Male,0,53,Two year,DSL,Electronic check,63.38,3360.48,2,No
C101225,Female,0,44,Month-to-month,DSL,Bank transfer,53.39,2340.9,3,No
C100697,Female,0,56,Month-to-month,DSL,Electronic check,66.88,3717.56,4,Yes
C101097,Female,0,8,One year,DSL,Bank transfer,72.21,575.18,0,No
C101615,male,0,45,Month-to-month,No,Credit card,38.98,1785.89,0,Yes
C100448,Female,0,13,One year,Fiber optic,Electronic check,90.59,1177.87,1,Yes
C101895,Female,0,6,One year,Fiber optic,Bank transfer,69.6,428.63,0,Yes
C100327,Male,0,52,One year,Fiber optic,Electronic check,53.74,2821.98,0,No
C100317,Female,0,66,One year,Fiber optic,Electronic check,73.18,4849.97,1,No
C101529,Female,0,4,Two year,DSL,Mailed check,67.26,264.83,0,No
C100526,Female,0,1,One year,DSL,Mailed check,74.96,68.25,1,No
C100087,Male,0,32,One year,DSL,Mailed check,46.54,1510.92,0,No
C101274,Female,1,5,Month-to-month,Fiber optic,Bank transfer,78.79,405.59,2,Yes
C100148,Female,0,7,Month-to-month,No,Credit card,42.66,305.81,0,No
C101622,Female,0,61,One year,DSL,Mailed check,45.45,2816.98,3,No
C101208,Male,0,32,Month-to-month,DSL,Mailed check,62.9,2012.32,1,Yes
C101839,Female,0,31,Month-to-month,DSL,Bank transfer,66.58,2064.88,3,No
C100365,Female,0,35,Month-to-month,Fiber optic,Bank transfer,79.36,2773.51,0,No
C100589,Female,0,35,Two year,Fiber optic,Bank transfer,97.25,3416.07,0,No
C101851,Male,0,40,Two year,No,Mailed check,48.47,1938.85,2,No
C100198,Male,0,11,Month-to-month,Fiber optic,Electronic check,67.57,741.46,0,Yes
C101896,Female,1,63,Month-to-month,Fiber optic,Mailed check,70.13,4390.02,0,Yes
C100192,Female,1,19,One year,DSL,Mailed check,41.25,780.65,2,Yes
C100404,Male,0,59,Month-to-month,DSL,Credit card,45.82,2704.88,0,No
C101574,Male,0,38,Month-to-month,DSL,Electronic check,49.83,1918.97,0,No
C101987,Male,0,23,Month-to-month,No,Mailed check,15.0,356.91,1,No
C100483,Female,0,41,Month-to-month,Fiber optic,Credit card,75.35,3100.56,2,No
C101461,Male,0,68,Month-to-month,Fiber optic,Electronic check,89.61,6123.85,2,Yes
C100791,Male,0,67,Month-to-month,DSL,Bank transfer,55.78,3742.87,0,No
C100799,Male,0,47,One year,DSL,Credit card,46.49,2175.1,0,No
C100384,Male,1,17,Two year,DSL,Electronic check,61.93,1041.16,2,No
C100750,Female,0,52,Month-to-month,DSL,Bank transfer,72.85,3813.59,0,No
C100422,Female,0,12,One year,Fiber optic,Electronic check,50.69,618.79,2,Yes
C100314,Male,0,62,Month-to-month,Fiber optic,Bank transfer,93.03,5795.35,4,Yes
C101021,Male,0,70,Two year,No,Mailed check,30.56,2139.13,0,No
C100543,Male,0,43,Month-to-month,Fiber optic,Electronic check,59.28,2530.84,1,No
C100913,Female,0,68,Two year,Fiber optic,Credit card,72.08,4880.06,2,No
C100662,Male,0,35,Month-to-month,DSL,Electronic check,57.48,2009.76,1,No
C100902,Male,1,59,Month-to-month,Fiber optic,Bank transfer,51.56,3048.69,3,Yes
C101956,Female,0,50,Month-to-month,Fiber optic,Bank transfer,,3896.3,0,Yes
C100685,Female,0,11,Month-to-month,Fiber optic,Bank transfer,74.58,845.64,0,Yes
C101677,Male,0,58,One year,No,Electronic check,27.5,1546.1,2,No
C100159,Female,0,19,Month-to-month,No,Credit card,35.18,662.71,4,Yes
C100999,Female,0,62,One year,Fiber optic,Electronic check,67.99,4240.02,0,No
C101301,Male,0,21,One year,Fiber optic,Mailed check,80.54,1687.04,1,Yes
C101777,Male,0,67,Month-to-month,No,Credit card,24.82,1632.95,3,No
C100202,Male,0,16,Month-to-month,Fiber optic,Bank transfer,71.54,1167.8,1,Yes
C101023,Female,0,51,One year,Fiber optic,Bank transfer,54.08,2750.31,1,No
C101533,Male,0,37,Month-to-month,DSL,Credit card,57.95,2162.15,2,Yes
C101189,Male,1,3,One year,Fiber optic,Electronic check,71.12,197.38,2,No
C100112,Female,0,33,One year,DSL,Electronic check,48.71,1594.73,2,Yes
C101807,Male,0,38,Two year,DSL,Mailed check,54.35,2074.35,0,No
C101751,Female,0,30,Month-to-month,DSL,Mailed check,46.26,1385.38,3,Yes
C100980,Female,1,21,Two year,No,Mailed check,25.15,527.96,2,No
C100922,Male,0,34,Month-to-month,Fiber optic,Mailed check,81.1,2752.7,2,Yes
C101485,Female,0,62,Two year,Fiber optic,Electronic check,71.31,4402.08,0,No
C101589,Male,0,41,One year,Fiber optic,Bank transfer,69.75,2834.48,2,No
C101964,Female,0,3,One year,DSL,Mailed check,89.19,241.52,1,Yes
C101358,Male,1,64,Month-to-month,DSL,Bank transfer,53.46,3464.91,2,No
C100815,Female,0,18,Month-to-month,DSL,Bank transfer,65.44,1201.61,0,Yes
C101549,Male,0,57,Month-to-month,DSL,Bank transfer,44.38,2560.96,1,No
C101538,Female,0,21,Month-to-month,DSL,Bank transfer,67.19,1363.83,0,No
C100679,Female,0,38,Two year,Fiber optic,Bank transfer,91.55,3449.49,2,No
C101093,Male,0,35,Month-to-month,Fiber optic,Bank transfer,86.01,2986.34,0,Yes
C100080,Female,0,65,Month-to-month,DSL,Bank transfer,55.23,3602.06,1,No
C101760,Male,0,26,Month-to-month,Fiber optic,Electronic check,60.92,1595.86,0,Yes
C101344,Male,0,53,Month-to-month,DSL,Bank transfer,48.07,2541.88,1,No
C101532,Female,0,60,Month-to-month,Fiber optic,Electronic check,67.05,4018.0,2,Yes
C100752,Male,1,44,Month-to-month,Fiber optic,Electronic check,87.91,3871.59,0,Yes
C101319,Male,1,4,Month-to-month,DSL,Mailed check,40.74,179.01,0,Yes
C101054,Male,0,68,Two year,DSL,Electronic check,61.52,4208.26,0,No
C100242,Male,0,67,Month-to-month,DSL,Credit card,32.49,2175.47,0,No
C101944,Male,0,72,Month-to-month,Fiber optic,Credit card,81.08,5863.27,0,Yes
C100641,Female,0,0,Month-to-month,No,Electronic check,15.86, ,1,Yes
C100696,Female,0,64,Month-to-month,DSL,Electronic check,53.65,3441.34,1,Yes
C100209,Female,0,46,Month-to-month,No,Bank transfer,15.0,683.43,3,No
C101468,Female,0,65,Month-to-month,Fiber optic,Credit card,66.83,4368.62,3,Yes
C100770,Female,0,41,One year,DSL,Mailed check,39.28,1646.45,1,No
C101754,Female,1,11,Month-to-month,Fiber optic,Electronic check,68.62,731.16,0,Yes
C100435,Male,1,0,One year,Fiber optic,Bank transfer,60.15, ,2,Yes
C101063,Female,0,1,Month-to-month,DSL,Electronic check,43.81,49.47,2,Yes
C100974,Male,0,22,One year,Fiber optic,Credit card,66.54,1446.87,0,No
C100551,Male,0,59,One year,DSL,Mailed check,65.2,3820.05,2,Yes
C101395,Female,1,3,Month-to-month,No,Mailed check,27.06,108.2,1,Yes
C101649,Female,1,52,Month-to-month,Fiber optic,Credit card,85.33,4422.46,2,Yes
C101013,Male,0,36,One year,Fiber optic,Bank transfer,76.6,2771.25,0,No
C101886,Female,0,23,Month-to-month,DSL,Mailed check,48.09,1143.13,0,No
C100466,Male,0,26,Month-to-month,DSL,Mailed check,67.22,1763.85,4,No
C101476,Male,0,70,Month-to-month,Fiber optic,Electronic check,98.4,6895.29,1,Yes
C101306,Male,0,39,Two year,DSL,Mailed check,32.81,1306.5,1,No
C100277,Female,0,56,Two year,Fiber optic,Credit card,86.43,4850.15,2,No
C101069,Male,0,51,Month-to-month,Fiber optic,Bank transfer,44.96,2289.99,1,No
C101017,Male,0,49,Month-to-month,DSL,Credit card,72.4,3567.89,0,No
C101757,Female,0,1,Month-to-month,DSL,Electronic check,68.01,72.97,0,Yes
C100722,Female,0,13,Month-to-month,Fiber optic,Bank transfer,93.87,1240.96,1,Yes
C101953,Male,1,3,Month-to-month,DSL,Electronic check,47.85,95.82,6,Yes
C100786,Male,0,47,Month-to-month,Fiber optic,Electronic check,87.32,4116.67,1,Yes
C101545,Female,0,49,Month-to-month,DSL,Bank transfer,41.8,2078.91,6,Yes
C101309,Female,1,23,Month-to-month,Fiber optic,Mailed check,66.12,1511.4,3,Yes
C101459,Female,0,55,Month-to-month,Fiber optic,Mailed check,90.97,4998.55,1,No
C101303,Female,0,15,Month-to-month,Fiber optic,Credit card,82.45,1251.39,0,No
C100906,Male,0,2,Two year,Fiber optic,Mailed check,53.74,105.53,4,Yes
C100563,Male,1,2,Two year,No,Bank transfer,32.97,38.27,1,No
C100388,Female,1,15,One year,No,Credit card,38.08,599.83,1,Yes
C100022,Male,1,23,Month-to-month,DSL,Bank transfer,61.47,1402.73,0,Yes
C101730,Female,0,40,Month-to-month,Fiber optic,Bank transfer,80.8,3258.79,2,Yes
C100124,Female,0,10,Two year,DSL,Electronic check,45.85,466.5,0,No
C101246,Female,0,10,Month-to-month,No,Bank transfer,57.26,613.13,0,Yes
C100773,Female,1,40,Month-to-month,No,Credit card,34.66,1360.71,0,Yes
C100880,Male,0,23,Month-to-month,DSL,Bank transfer,46.64,1058.4,1,No
C101144,Male,0,17,Month-to-month,No,Credit card,23.52,426.23,1,No
C101166,Male,1,43,Month-to-month,Fiber optic,Mailed check,67.29,2914.35,2,Yes
C100050,Female,0,30,Two year,Fiber optic,Credit card,71.39,2169.66,1,Yes
C101396,Female,0,35,Month-to-month,Fiber optic,Bank transfer,98.35,3459.08,3,Yes
C101458,Male,0,7,Month-to-month,DSL,Credit card,74.01,501.17,0,Yes
C101105,Male,0,25,Month-to-month,DSL,Credit card,66.3,1645.18,0,No
C100703,Male,0,8,Month-to-month,DSL,Credit card,29.78,221.22,1,No
C100482,Male,0,69,One year,No,Electronic check,19.81,1372.47,1,No
C101145,Male,1,22,Two year,Fiber optic,Credit card,78.03,1715.19,0,Yes
C101911,Female,0,43,Month-to-month,DSL,Mailed check,51.05,2179.49,0,No
C100066,Female,0,27,Month-to-month,Fiber optic,Credit card,80.96,2166.24,1,No
C101720,Male,0,1,One year,DSL,Bank transfer,54.29,36.51,3,No
C100733,Female,0,50,Month-to-month,Fiber optic,Electronic check,66.67,3332.31,1,Yes
C101784,Female,0,35,Month-to-month,Fiber optic,Bank transfer,87.04,3074.91,0,Yes
C100801,Male,0,5,Month-to-month,Fiber optic,Bank transfer,75.68,374.2,3,Yes
C101948,Male,1,42,Month-to-month,DSL,Electronic check,53.73,2295.21,2,No
C101470,Female,0,53,One year,DSL,Electronic check,52.42,2778.89,2,No
C100907,Male,0,2,Month-to-month,No,Credit card,20.03,47.29,1,Yes
C100031,Male,0,51,Month-to-month,Fiber optic,Electronic check,81.57,4143.7,2,No
C100417,Male,0,7,Month-to-month,DSL,Bank transfer,59.3,404.4,2,Yes
C100881,Female,0,19,One year,Fiber optic,Credit card,82.76,1563.08,3,Yes
C100632,Male,0,14,Month-to-month,No,Mailed check,50.26,717.1,0,Yes
C101561,Male,0,6,Month-to-month,DSL,Bank transfer,61.85,370.05,3,Yes
C101918,Male,0,4,Two year,No,Bank transfer,24.06,122.69,1,No
C100064,Male,0,27,Month-to-month,DSL,Electronic check,60.72,1636.28,1,No
C101621,Male,1,41,Month-to-month,Fiber optic,Credit card,96.38,3925.92,1,Yes
C101606,Male,0,36,Month-to-month,Fiber optic,Credit card,62.76,2265.45,1,Yes
C100077,Male,0,13,One year,Fiber optic,Electronic check,72.79,949.11,0,No
C100491,Female,0,40,Two year,Fiber optic,Electronic check,73.52,2911.81,3,Yes
C101638,Male,0,58,Month-to-month,Fiber optic,Bank transfer,68.3,3974.63,0,No
C101537,Male,0,48,One year,No,Bank transfer,21.65,1034.05,2,No
C100532,Male,0,36,One year,Fiber optic,Bank transfer,72.76,2605.47,1,Yes
C100065,Male,1,18,One year,No,Bank transfer,26.52,462.32,0,Yes
C101776,Male,0,60,One year,DSL,Credit card,54.96,3327.51,3,Yes
C100296,Female,0,10,Month-to-month,No,Electronic check,15.0,145.17,2,Yes
C100591,Female,0,70,Month-to-month,Fiber optic,Mailed check,87.23,6111.55,2,Yes
C100767,Male,0,40,One year,Fiber optic,Mailed check,93.45,3713.6,3,Yes
C100724,Female,0,20,Month-to-month,Fiber optic,Mailed check,107.16,2123.69,0,Yes
C101425,Female,0,72,One year,DSL,Credit card,36.17,2608.78,2,No
C100626,Male,0,57,Two year,Fiber optic,Electronic check,63.45,3625.43,2,No
C101408,Male,0,39,Month-to-month,Fiber optic,Mailed check,67.89,2651.26,1,No
C101947,Female,0,14,One year,Fiber optic,Electronic check,58.64,834.85,2,Yes
C101212,Male,1,36,Two year,Fiber optic,Credit card,71.21,2549.75,1,No
C101611,Male,0,11,One year,Fiber optic,Bank transfer,77.94,862.97,0,No
C100251,Male,0,14,Month-to-month,DSL,Mailed check,53.59,749.32,1,No
C101819,Male,1,59,Month-to-month,Fiber optic,Electronic check,69.48,4078.47,2,Yes
C101990,Female,0,17,Month-to-month,Fiber optic,Credit card,90.33,1488.47,0,No
C101903,Male,1,70,One year,Fiber optic,Bank transfer,78.51,5500.48,2,No
C100982,Female,1,72,Month-to-month,DSL,Bank transfer,56.17,4049.71,0,No
C101772,Male,1,42,Month-to-month,DSL,Bank transfer,55.79,2374.93,0,No
C100706,Male,0,1,Month-to-month,DSL,Bank transfer,77.59,85.34,2,Yes
C100487,Female,0,21,Month-to-month,Fiber optic,Mailed check,68.12,1409.96,4,No
C100273,Female,0,61,Two year,DSL,Bank transfer,69.38,4214.39,0,No
C101761,Male,1,52,Two year,No,Bank transfer,44.08,2285.73,1,No
C101668,Female,0,20,One year,Fiber optic,Credit card,62.0,1267.58,1,Yes
C100963,Male,0,51,Month-to-month,Fiber optic,Electronic check,57.61,2920.05,1,No
C100877,Female,0,0,One year,DSL,Credit card,69.19, ,0,No
C101740,Male,0,10,One year,Fiber optic,Credit card,86.49,874.31,1,Yes
C101812,Female,0,7,One year,Fiber optic,Credit card,87.54,609.31,2,Yes
C100411,Male,1,30,Month-to-month,Fiber optic,Mailed check,90.53,2712.4,0,Yes
C100667,Female,0,17,Month-to-month,Fiber optic,Bank transfer,67.54,1136.93,1,No
C101262,Male,0,55,Month-to-month,Fiber optic,Mailed check,67.62,3697.29,0,Yes
C100149,Male,1,63,Month-to-month,Fiber optic,Credit card,83.94,5283.43,0,Yes
C100644,Female,0,58,Month-to-month,Fiber optic,Credit card,82.44,4807.02,1,Yes
C101604,Male,0,5,Month-to-month,No,Bank transfer,26.69,133.48,1,Yes
C100218,Male,0,1,Two year,DSL,Mailed check,40.19,32.43,2,No
C100239,Female,0,19,One year,Fiber optic,Bank transfer,60.9,1142.77,1,No
C101131,Female,0,59,Month-to-month,Fiber optic,Mailed check,57.32,3380.99,1,No
C101216,Female,0,44,Month-to-month,Fiber optic,Bank transfer,74.3,3248.4,0,Yes
C100792,Female,0,62,Month-to-month,Fiber optic,Bank transfer,61.22,3828.81,2,No
C100191,Female,0,3,One year,DSL,Credit card,52.55,167.24,2,Yes
C100333,Female,1,7,Month-to-month,Fiber optic,Bank transfer,67.13,447.19,0,Yes
C101321,Male,0,15,One year,DSL,Mailed check,62.14,911.3,3,No
C101324,Female,0,34,Month-to-month,Fiber optic,Credit card,76.64,2619.82,3,Yes
C100962,Female,0,24,Month-to-month,Fiber optic,Credit card,53.94,1294.95,0,Yes
C101320,Male,0,16,Month-to-month,DSL,Mailed check,61.23,973.13,0,No
C101955,Male,0,10,One year,Fiber optic,Credit card,70.3,725.17,0,No
C101651,Male,0,39,Month-to-month,DSL,Credit card,51.95,1999.34,1,No
C101616,Female,0,45,Month-to-month,DSL,Mailed check,71.98,3243.44,1,Yes
C100582,Male,0,45,Two year,Fiber optic,Credit card,74.73,3365.57,2,No
C101909,Female,0,5,Month-to-month,Fiber optic,Mailed check,75.67,374.28,1,Yes
C101692,Female,1,27,Month-to-month,Fiber optic,Bank transfer,64.67,1713.69,0,No
C100839,Female,0,62,Month-to-month,No,Electronic check,25.66,1590.91,0,No
C100627,Male,0,45,Month-to-month,Fiber optic,Mailed check,57.9,2605.47,2,Yes
C100323,Female,0,70,Month-to-month,DSL,Bank transfer,28.21,1971.6,2,No
C101642,Male,0,30,One year,DSL,Electronic check,55.19,1622.1,4,No
C101160,Female,0,3,Two year,Fiber optic,Mailed check,69.92,202.6,2,No
C100778,Male,0,10,Month-to-month,Fiber optic,Bank transfer,80.49,780.38,2,Yes
C101076,Female,1,59,Month-to-month,DSL,Bank transfer,43.29,2525.37,0,No
C100939,Female,0,70,Month-to-month,DSL,Mailed check,43.36,3048.02,1,No
C100437,Female,0,20,Month-to-month,DSL,Mailed check,48.01,953.56,0,Yes
C100119,Male,1,19,Month-to-month,DSL,Credit card,54.89,1043.21,1,Yes
C101552,Female,0,36,Month-to-month,DSL,Bank transfer,66.8,2393.79,3,Yes
C101562,Male,0,35,Month-to-month,DSL,Mailed check,58.6,2041.12,0,Yes
C101026,Male,0,17,Month-to-month,Fiber optic,Mailed check,57.15,985.82,0,Yes
C101253,Female,0,64,Two year,Fiber optic,Mailed check,66.44,4235.28,1,No
C101556,Female,0,59,Month-to-month,DSL,Mailed check,35.98,2116.24,0,No
C100076,Male,0,22,One year,Fiber optic,Credit card,95.65,2111.56,1,Yes
C101053,Female,1,7,Month-to-month,Fiber optic,Credit card,66.96,463.12,1,Yes
C100900,Male,0,2,Month-to-month,Fiber optic,Credit card,70.48,136.73,1,Yes
C100371,Female,1,5,Month-to-month,DSL,Credit card,81.91,378.96,3,Yes
C101863,Male,0,42,One year,Fiber optic,Mailed check,72.29,3038.08,0,No
C101441,Female,0,46,Two year,No,Credit card,16.29,749.74,1,No
C101977,Male,0,72,Month-to-month,No,Electronic check,24.13,1728.07,2,No
C100941,Male,0,32,Month-to-month,Fiber optic,Mailed check,77.84,2491.5,1,Yes
C100577,Female,1,6,Month-to-month,Fiber optic,Mailed check,91.56,531.89,0,Yes
C100819,Female,0,7,One year,No,Bank transfer,32.54,208.57,0,Yes
C101496,Female,0,55,Two year,DSL,Electronic check,65.62,3599.35,2,No
C101490,Male,1,8,Month-to-month,No,Bank transfer,20.64,170.55,3,Yes
C101732,Female,0,20,One year,DSL,Mailed check,54.24,1107.91,0,No
C101379,Female,0,27,Two year,Fiber optic,Credit card,76.62,2033.89,2,Yes
C100886,Male,0,64,Month-to-month,Fiber optic,Mailed check,72.87,4655.39,0,Yes
C100968,Female,0,39,Month-to-month,Fiber optic,Mailed check,57.35,2247.62,1,Yes
C101596,female,0,47,Two year,DSL,Mailed check,56.88,2681.1,0,No
C100785,Female,1,71,Two year,Fiber optic,Mailed check,82.37,5871.9,1,No
C101928,Male,0,68,Two year,DSL,Bank transfer,66.54,4539.53,2,No
C101680,Female,0,26,Two year,No,Electronic check,18.8,498.05,1,No
C101282,Male,0,52,Two year,DSL,Bank transfer,68.81,3554.31,1,No
C100301,Female,0,0,One year,Fiber optic,Bank transfer,89.8, ,0,No
C100689,Female,0,36,One year,Fiber optic,Credit card,71.78,2628.76,4,No
C100812,Female,0,30,Month-to-month,DSL,Mailed check,68.14,2048.05,0,Yes
C101061,Female,0,3,Month-to-month,DSL,Bank transfer,58.8,160.28,0,Yes
C100236,Female,0,59,Month-to-month,Fiber optic,Electronic check,84.79,4989.01,1,Yes
C101115,Male,1,67,Two year,No,Bank transfer,16.33,1077.18,2,No
C101355,Male,0,41,Two year,Fiber optic,Bank transfer,64.28,2636.41,0,No
C100499,Male,0,34,One year,Fiber optic,Electronic check,52.09,1787.36,0,Yes
C101656,Female,0,58,Two year,Fiber optic,Bank transfer,92.72,5400.95,1,No
C101079,Female,0,22,One year,No,Mailed check,15.0,347.85,1,No
C101326,Female,0,17,One year,No,Mailed check,,446.88,1,No
C100794,Male,1,53,Month-to-month,Fiber optic,Bank transfer,55.39,2960.49,1,No
C101924,Male,0,9,One year,No,Mailed check,15.0,168.03,3,No
C101765,Female,1,52,Month-to-month,DSL,Bank transfer,43.94,2322.91,1,No
C101932,Female,0,30,Month-to-month,DSL,Credit card,58.33,1752.45,1,No
C100990,Male,0,41,Month-to-month,DSL,Bank transfer,44.22,1815.83,0,No
C101371,Male,0,6,Two year,No,Electronic check,31.0,170.62,1,No
